| 0001 | {{#icon:001}} | [[Bisasam]] | Bulbasaur | Bulbizarre | {{Ruby|フシギダネ|Fushigidane}} | {{Ruby|이상해씨|Isanghessi}} | {{Ruby|妙蛙種子 / 妙蛙种子|Miàowāzhǒngzǐ}} | {{#ic:Pflanze}}&nbsp;{{#ic:Gift}}
| 0871 | {{#icon:871}} | [[Britzigel]] | Pincurchin | Wattapik | {{Ruby|バチンウニ|Bachinuni}} | {{Ruby|찌르성게|Jjireuseongge}} | {{Ruby|啪嚓海膽 / 啪嚓海胆|Pāchāhǎidǎn}} | {{#ic:Elektro}}
| 0872 | {{#icon:872}} | [[Snomnom]] | Snom | Frissonille | {{Ruby|ユキハミ|Yukihami}} | {{Ruby|누니머기|Nunimeogi}} | {{Ruby|雪吞蟲 / 雪吞虫|Xuětūnchóng}} | {{#ic:Eis}}&nbsp;{{#ic:Käfer}}
| 0873 | {{#icon:873}} | [[Mottineva]] | Frosmoth | Beldeneige | {{Ruby|モスノウ|Mothnow}} | {{Ruby|모스노우|Moseunou}} | {{Ruby|雪絨蛾 / 雪绒蛾|Xuěróng'é}} | {{#ic:Eis}}&nbsp;{{#ic:Käfer}}
| 0874 | {{#icon:874}} | [[Humanolith]] | Stonjourner | Dolman | {{Ruby|イシヘンジン|Ishihengin}} | {{Ruby|돌헨진|Dolhenjin}} | {{Ruby|巨石丁 / 巨石丁|Jùshídīng}} | {{#ic:Gestein}}
| 0875 | {{#icon:875}} | [[Kubuin]] | Eiscue | Bekaglaçon | {{Ruby|コオリッポ|Korippo}} | {{Ruby|빙큐보|Bingkyubo}} | {{Ruby|冰砌鵝 / 冰砌鹅|Bīngqì'é}} | {{#ic:Eis}}
| 0876 | {{#icon:876}} | [[Servol]] | Indeedee | Wimessir | {{Ruby|イエッサン|Yessan}} | {{Ruby|에써르|Esseoreu}} | {{Ruby|愛管侍 / 爱管侍|Àiguǎnshì}} | {{#ic:Psycho}}&nbsp;{{#ic:Normal}}
| 0877 | {{#icon:877}} | [[Morpeko]] | Morpeko | Morpeko | {{Ruby|モルペコ|Morpeko}} | {{Ruby|모르페코|Moreupeko}} | {{Ruby|莫魯貝可 / 莫鲁贝可|Mòlǔbèikě}} | {{#ic:Elektro}}&nbsp;{{#ic:Unlicht}}
| 0878 | {{#icon:878}} | [[Kupfanti]] | Cufant | Charibari | {{Ruby|ゾウドウ|Zoudou}} | {{Ruby|끼리동|Kkiridong}} | {{Ruby|銅象 / 铜象|Tóngxiàng}} | {{#ic:Stahl}}
| 0879 | {{#icon:879}} | [[Patinaraja]] | Copperajah | Pachyradjah | {{Ruby|ダイオウドウ|Daioudou}} | {{Ruby|대왕끼리동|Daewangkkiridong}} | {{Ruby|大王銅象 / 大王铜象|Dàwángtóngxiàng}} | {{#ic:Stahl}}
| 0880 | {{#icon:880}} | [[Lectragon]] | Dracozolt | Galvagon | {{Ruby|パッチラゴン|Patchiragon}} | {{Ruby|파치래곤|Pachiraegon}} | {{Ruby|雷鳥龍 / 雷鸟龙|Léiniǎolóng}} | {{#ic:Elektro}}&nbsp;{{#ic:Drache}}
| 0881 | {{#icon:881}} | [[Lecryodon]] | Arctozolt | Galvagla | {{Ruby|パッチルドン|Patchilldon}} | {{Ruby|파치르돈|Pachireudon}} | {{Ruby|雷鳥海獸 / 雷鸟海兽|Léiniǎohǎishòu}} | {{#ic:Elektro}}&nbsp;{{#ic:Eis}}
| 0882 | {{#icon:882}} | [[Pescragon]] | Dracovish | Hydragon | {{Ruby|ウオノラゴン|Uonoragon}} | {{Ruby|어래곤|Eoraegon}} | {{Ruby|鰓魚龍 / 鳃鱼龙|Sāiyúlóng}} | {{#ic:Wasser}}&nbsp;{{#ic:Drache}}
| 0883 | {{#icon:883}} | [[Pescryodon]] | Arctovish | Hydragla | {{Ruby|ウオチルドン|Uochilldon}} | {{Ruby|어치르돈|Eochireudon}} | {{Ruby|鰓魚海獸 / 鳃鱼海兽|Sāiyúhǎishòu}} | {{#ic:Wasser}}&nbsp;{{#ic:Eis}}
| 0884 | {{#icon:884}} | [[Duraludon]] | Duraludon | Duralugon | {{Ruby|ジュラルドン|Duraludon}} | {{Ruby|두랄루돈|Duralludon}} | {{Ruby|鋁鋼龍 / 铝钢龙|Lǚgānglóng}} | {{#ic:Stahl}}&nbsp;{{#ic:Drache}}
| 0885 | {{#icon:885}} | [[Grolldra]] | Dreepy | Fantyrm | {{Ruby|ドラメシヤ|Dorameshiya}} | {{Ruby|드라꼰|Deurakkon}} | {{Ruby|多龍梅西亞 / 多龙梅西亚|Duōlóngméixīyà}} | {{#ic:Drache}}&nbsp;{{#ic:Geist}}
| 0886 | {{#icon:886}} | [[Phandra]] | Drakloak | Dispareptil | {{Ruby|ドロンチ|Doronch}} | {{Ruby|드래런치|Deuraereonchi}} | {{Ruby|多龍奇 / 多龙奇|Duōlóngqí}} | {{#ic:Drache}}&nbsp;{{#ic:Geist}}
| 0887 | {{#icon:887}} | [[Katapuldra]] | Dragapult | Lanssorien | {{Ruby|ドラパルト|Dorapult}} | {{Ruby|드래펄트|Deuraepeolteu}} | {{Ruby|多龍巴魯托 / 多龙巴鲁托|Duōlóngbālǔtuō}} | {{#ic:Drache}}&nbsp;{{#ic:Geist}}
| 0888 | {{#icon:888}} | [[Zacian]] | Zacian | Zacian | {{Ruby|ザシアン|Zacian}} | {{Ruby|자시안|Jasian}} | {{Ruby|蒼響 / 苍响|Cāngxiǎng}} | {{#ic:Fee}}
| 0889 | {{#icon:889}} | [[Zamazenta]] | Zamazenta | Zamazenta | {{Ruby|ザマゼンタ|Zamazenta}} | {{Ruby|자마젠타|Jamajenta}} | {{Ruby|藏瑪然特 / 藏玛然特|Zàngmǎrántè}} | {{#ic:Kampf}}
| 0890 | {{#icon:890}} | [[Endynalos]] | Eternatus | Éthernatos | {{Ruby|ムゲンダイナ|Mugendina}} | {{Ruby|무한다이노|Muhandaino}} | {{Ruby|無極汰那 / 无极汰那|Wújítàinà}} | {{#ic:Gift}}&nbsp;{{#ic:Drache}}
| 0891 | {{#icon:891}} | [[Dakuma]] | Kubfu | Wushours | {{Ruby|ダクマ|Dakuma}} | {{Ruby|치고마|Chigoma}} | {{Ruby|熊徒弟 / 熊徒弟|Xióngtúdì}} | {{#ic:Kampf}}
| 0892 | {{#icon:892}} | [[Wulaosu]] | Urshifu | Shifours | {{Ruby|ウーラオス|Wulaosu}} | {{Ruby|우라오스|Uraoseu}} | {{Ruby|武道熊師 / 武道熊师|Wǔdàoxióngshī}} | {{#ic:Kampf}}&nbsp;{{#ic:Unlicht}}
| 0893 | {{#icon:893}} | [[Zarude]] | Zarude | Zarude | {{Ruby|ザルード|Zarude}} | {{Ruby|자루도|Jarudo}} | {{Ruby|薩戮德 / 萨戮德|Sàlùdé}} | {{#ic:Unlicht}}&nbsp;{{#ic:Pflanze}}
| 0894 | {{#icon:894}} | [[Regieleki]] | Regieleki | Regieleki | {{Ruby|レジエレキ|Regieleki}} | {{Ruby|레지에레키|Rejiereki}} | {{Ruby|雷吉艾勒奇 / 雷吉艾勒奇|Léijí'àilèqí}} | {{#ic:Elektro}}
| 0895 | {{#icon:895}} | [[Regidrago]] | Regidrago | Regidrago | {{Ruby|レジドラゴ|Regidorago}} | {{Ruby|레지드래고|Rejideuraego}} | {{Ruby|雷吉鐸拉戈 / 雷吉铎拉戈|Léijíduólāgē}} | {{#ic:Drache}}
| 0896 | {{#icon:896}} | [[Polaross]] | Glastrier | Blizzeval | {{Ruby|ブリザポス|Blizzapos}} | {{Ruby|블리자포스|Beullijaposeu}} | {{Ruby|雪暴馬 / 雪暴马|Xuěbàomǎ}} | {{#ic:Eis}}
| 0897 | {{#icon:897}} | [[Phantoross]] | Spectrier | Spectreval | {{Ruby|レイスポス|Wraithpos}} | {{Ruby|레이스포스|Reiseuposeu}} | {{Ruby|靈幽馬 / 灵幽马|Língyōumǎ}} | {{#ic:Geist}}
| 0898 | {{#icon:898}} | [[Coronospa]] | Calyrex | Sylveroy | {{Ruby|バドレックス|Budrex}} | {{Ruby|버드렉스|Beodeurekseu}} | {{Ruby|蕾冠王 / 蕾冠王|Lěiguānwáng}} | {{#ic:Psycho}}&nbsp;{{#ic:Pflanze}}
| 0899 | {{#icon:899}} | [[Damythir]] | Wyrdeer | Cerbyllin | {{Ruby|アヤシシ|Ayashishi}} | {{Ruby|신비록|Sinbirok}} | {{Ruby|詭角鹿 / 诡角鹿|Guǐjiǎolù}} | {{#ic:Normal}}&nbsp;{{#ic:Psycho}}
| 0900 | {{#icon:900}} | [[Axantor]] | Kleavor | Hachécateur | {{Ruby|バサギリ|Basagiri}} | {{Ruby|사마자르|Samajareu}} | {{Ruby|劈斧螳螂 / 劈斧螳螂|Pīfǔtángláng}} | {{#ic:Käfer}}&nbsp;{{#ic:Gestein}}
| 0901 | {{#icon:901}} | [[Ursaluna]] | Ursaluna | Ursaking | {{Ruby|ガチグマ|Gachiguma}} | {{Ruby|다투곰|Datugom}} | {{Ruby|月月熊 / 月月熊|Yuèyuèxióng}} | {{#ic:Boden}}&nbsp;{{#ic:Normal}}
| 0902 | {{#icon:902}} | [[Salmagnis]] | Basculegion | Paragruel | {{Ruby|イダイトウ|Idaitou}} | {{Ruby|대쓰여너|Daesseuyeoneo}} | {{Ruby|幽尾玄魚 / 幽尾玄鱼|Yōuwěixuányú}} | {{#ic:Wasser}}&nbsp;{{#ic:Geist}}
| 0903 | {{#icon:903}} | [[Snieboss]] | Sneasler | Farfurex | {{Ruby|オオニューラ|Ohnyula}} | {{Ruby|포푸니크|Popunikeu}} | {{Ruby|大狃拉 / 大狃拉|Dàniǔlā}} | {{#ic:Kampf}}&nbsp;{{#ic:Gift}}
| 0904 | {{#icon:904}} | [[Myriador]] | Overqwil | Qwilpik | {{Ruby|ハリーマン|Haryman}} | {{Ruby|장침바루|Jangchimbaru}} | {{Ruby|萬針魚 / 万针鱼|Wànzhēnyú}} | {{#ic:Unlicht}}&nbsp;{{#ic:Gift}}
| 0905 | {{#icon:905}} | [[Cupidos]] | Enamorus | Amovénus | {{Ruby|ラブトロス|Lovetolos}} | {{Ruby|러브로스|Reobeuroseu}} | {{Ruby|眷戀雲 / 眷恋云|Juànliànyùn}} | {{#ic:Fee}}&nbsp;{{#ic:Flug}}
| 0906 | {{#icon:906}} | [[Felori]] | Sprigatito | Poussacha | {{Ruby|ニャオハ|Nyahoja}} | {{Ruby|나오하|Naoha}} | {{Ruby|新葉喵 / 新叶喵|Xīnyèmiāo}} | {{#ic:Pflanze}}
| 0907 | {{#icon:907}} | [[Feliospa]] | Floragato | Matourgeon | {{Ruby|ニャローテ|Nyarote}} | {{Ruby|나로테|Narote}} | {{Ruby|蒂蕾喵 / 蒂蕾喵|Dèlěimiāo}} | {{#ic:Pflanze}}
| 0908 | {{#icon:908}} | [[Maskagato]] | Meowscarada | Miascarade | {{Ruby|マスカーニャ|Masquernya}} | {{Ruby|마스카나|Maseukana}} | {{Ruby|魔幻假面喵 / 魔幻假面喵|Móhuànjiǎmiànmiāo}} | {{#ic:Pflanze}}&nbsp;{{#ic:Unlicht}}
| 0909 | {{#icon:909}} | [[Krokel]] | Fuecoco | Chochodile | {{Ruby|ホゲータ|Hogator}} | {{Ruby|뜨아거|Tteuageo}} | {{Ruby|呆火鱷 / 呆火鳄|Dāihuǒ'è}} | {{#ic:Feuer}}
| 0910 | {{#icon:910}} | [[Lokroko]] | Crocalor | Crocogril | {{Ruby|アチゲータ|Achigator}} | {{Ruby|악뜨거|Aktteugeo}} | {{Ruby|炙燙鱷 / 炙烫鳄|Zhìtàng'è}} | {{#ic:Feuer}}
| 0911 | {{#icon:911}} | [[Skelokrok]] | Skeledirge | Flâmigator | {{Ruby|ラウドボーン|Laudbon}} | {{Ruby|라우드본|Raudeubon}} | {{Ruby|骨紋巨聲鱷 / 骨纹巨声鳄|Gǔwénjùshēng'è}} | {{#ic:Feuer}}&nbsp;{{#ic:Geist}}
| 0912 | {{#icon:912}} | [[Kwaks]] | Quaxly | Coiffeton | {{Ruby|クワッス|Kuwassu}} | {{Ruby|꾸왁스|Kkuwakseu}} | {{Ruby|潤水鴨 / 润水鸭|Rùnshuǐyā}} | {{#ic:Wasser}}
| 0913 | {{#icon:913}} | [[Fuentente]] | Quaxwell | Canarbello | {{Ruby|ウェルカモ|Welkamo}} | {{Ruby|아꾸왁|Akkuwak}} | {{Ruby|湧躍鴨 / 涌跃鸭|Yǒngyuèyā}} | {{#ic:Wasser}}
| 0914 | {{#icon:914}} | [[Bailonda]] | Quaquaval | Palmaval | {{Ruby|ウェーニバル|Wanival}} | {{Ruby|웨이니발|Weinibal}} | {{Ruby|狂歡浪舞鴨 / 狂欢浪舞鸭|Kuánghuānlàngwǔyā}} | {{#ic:Wasser}}&nbsp;{{#ic:Kampf}}
| 0915 | {{#icon:915}} | [[Ferkuli]] | Lechonk | Gourmelet | {{Ruby|グルトン|Gourton}} | {{Ruby|맛보돈|Matbodon}} | {{Ruby|愛吃豚 / 爱吃豚|Àichītún}} | {{#ic:Normal}}
| 0916 | {{#icon:916}} | [[Fragrunz]] | Oinkologne | Fragroin | {{Ruby|パフュートン|Perfuton}} | {{Ruby|퍼퓨돈|Peopyudon}} | {{Ruby|飄香豚 / 飘香豚|Piāoxiāngtún}} | {{#ic:Normal}}
| 0917 | {{#icon:917}} | [[Tarundel]] | Tarountula | Tissenboule | {{Ruby|タマンチュラ|Tamantula}} | {{Ruby|타랜툴라|Taraentulla}} | {{Ruby|團珠蛛 / 团珠蛛|Tuánzhūzhū}} | {{#ic:Käfer}}
| 0918 | {{#icon:918}} | [[Spinsidias]] | Spidops | Filentrappe | {{Ruby|ワナイダー|Wanaider}} | {{Ruby|트래피더|Teuraepideo}} | {{Ruby|操陷蛛 / 操陷蛛|Cāoxiànzhū}} | {{#ic:Käfer}}
| 0919 | {{#icon:919}} | [[Micrick]] | Nymble | Lilliterelle | {{Ruby|マメバッタ|Mamebatta}} | {{Ruby|콩알뚜기|Kongalttugi}} | {{Ruby|豆蟋蟀 / 豆蟋蟀|Dòuxīshuài}} | {{#ic:Käfer}}
| 0920 | {{#icon:920}} | [[Lextremo]] | Lokix | Gambex | {{Ruby|エクスレッグ|Exleg}} | {{Ruby|엑스레그|Ekseuregeu}} | {{Ruby|烈腿蝗 / 烈腿蝗|Liètuǐhuáng}} | {{#ic:Käfer}}&nbsp;{{#ic:Unlicht}}
| 0921 | {{#icon:921}} | [[Pamo]] | Pawmi | Pohm | {{Ruby|パモ|Pamo}} | {{Ruby|빠모|Ppamo}} | {{Ruby|布撥 / 布拨|Bùbō}} | {{#ic:Elektro}}
| 0922 | {{#icon:922}} | [[Pamamo]] | Pawmo | Pohmotte | {{Ruby|パモット|Pamot}} | {{Ruby|빠모트|Ppamoteu}} | {{Ruby|布土撥 / 布土拨|Bùtǔbō}} | {{#ic:Elektro}}&nbsp;{{#ic:Kampf}}
| 0923 | {{#icon:923}} | [[Pamomamo]] | Pawmot | Pohmarmotte | {{Ruby|パーモット|Parmot}} | {{Ruby|빠르모트|Ppareumoteu}} | {{Ruby|巴布土撥 / 巴布土拨|Bābùtǔbō}} | {{#ic:Elektro}}&nbsp;{{#ic:Kampf}}
| 0924 | {{#icon:924}} | [[Zwieps]] | Tandemaus | Compagnol | {{Ruby|ワッカネズミ|Wakkanezumi}} | {{Ruby|두리쥐|Durijwi}} | {{Ruby|一對鼠 / 一对鼠|Yīduìshǔ}} | {{#ic:Normal}}
| 0925 | {{#icon:925}} | [[Famieps]] | Maushold | Famignol | {{Ruby|イッカネズミ|Ikkanezumi}} | {{Ruby|파밀리쥐|Pamillijwi}} | {{Ruby|一家鼠 / 一家鼠|Yījiāshǔ}} | {{#ic:Normal}}
| 0926 | {{#icon:926}} | [[Hefel]] | Fidough | Pâtachiot | {{Ruby|パピモッチ|Pupimocchi}} | {{Ruby|쫀도기|Jjondogi}} | {{Ruby|狗仔包 / 狗仔包|Gǒuzǐbāo}} | {{#ic:Fee}}
| 0927 | {{#icon:927}} | [[Backel]] | Dachsbun | Briochien | {{Ruby|バウッツェル|Bowtzel}} | {{Ruby|바우첼|Bauchel}} | {{Ruby|麻花犬 / 麻花犬|Máhuāquǎn}} | {{#ic:Fee}}
| 0928 | {{#icon:928}} | [[Olini]] | Smoliv | Olivini | {{Ruby|ミニーブ|Minive}} | {{Ruby|미니브|Minibeu}} | {{Ruby|迷你芙 / 迷你芙|Mínǐfú}} | {{#ic:Pflanze}}&nbsp;{{#ic:Normal}}
| 0929 | {{#icon:929}} | [[Olivinio]] | Dolliv | Olivado | {{Ruby|オリーニョ|Olinyo}} | {{Ruby|올리뇨|Ollinyo}} | {{Ruby|奧利紐 / 奥利纽|Àolìniǔ}} | {{#ic:Pflanze}}&nbsp;{{#ic:Normal}}
| 0930 | {{#icon:930}} | [[Olithena]] | Arboliva | Arboliva | {{Ruby|オリーヴァ|Oliva}} | {{Ruby|올리르바|Ollireuba}} | {{Ruby|奧利瓦 / 奥利瓦|Àolìwǎ}} | {{#ic:Pflanze}}&nbsp;{{#ic:Normal}}
| 0931 | {{#icon:931}} | [[Krawalloro]] | Squawkabilly | Tapatoès | {{Ruby|イキリンコ|Ikirinko}} | {{Ruby|시비꼬|Sibikko}} | {{Ruby|怒鸚哥 / 怒鹦哥|Nùyīnggē}} | {{#ic:Normal}}&nbsp;{{#ic:Flug}}
| 0932 | {{#icon:932}} | [[Geosali]] | Nacli | Selutin | {{Ruby|コジオ|Kojio}} | {{Ruby|베베솔트|Bebesolteu}} | {{Ruby|鹽石寶 / 盐石宝|Yánshíbǎo}} | {{#ic:Gestein}}
| 0933 | {{#icon:933}} | [[Sedisal]] | Naclstack | Amassel | {{Ruby|ジオヅム|Jiodumu}} | {{Ruby|스태솔트|Seutaesolteu}} | {{Ruby|鹽石壘 / 盐石垒|Yánshílěi}} | {{#ic:Gestein}}
| 0934 | {{#icon:934}} | [[Saltigant]] | Garganacl | Gigansel | {{Ruby|キョジオーン|Kyojiohn}} | {{Ruby|콜로솔트|Kollosolteu}} | {{Ruby|鹽石巨靈 / 盐石巨灵|Yánshíjùlíng}} | {{#ic:Gestein}}
| 0935 | {{#icon:935}} | [[Knarbon]] | Charcadet | Charbambin | {{Ruby|カルボウ|Carbou}} | {{Ruby|카르본|Kareubon}} | {{Ruby|炭小侍 / 炭小侍|Tànxiǎoshì}} | {{#ic:Feuer}}
| 0936 | {{#icon:936}} | [[Crimanzo]] | Armarouge | Carmadura | {{Ruby|グレンアルマ|Gurenarma}} | {{Ruby|카디나르마|Kadinareuma}} | {{Ruby|紅蓮鎧騎 / 红莲铠骑|Hóngliánkǎiqí}} | {{#ic:Feuer}}&nbsp;{{#ic:Psycho}}
| 0937 | {{#icon:937}} | [[Azugladis]] | Ceruledge | Malvalame | {{Ruby|ソウブレイズ|Soublades}} | {{Ruby|파라블레이즈|Parabeulleijeu}} | {{Ruby|蒼炎刃鬼 / 蒼炎刃鬼|Cāngyánrènguǐ}} | {{#ic:Feuer}}&nbsp;{{#ic:Geist}}
| 0938 | {{#icon:938}} | [[Blipp]] | Tadbulb | Têtampoule | {{Ruby|ズピカ|Zupika}} | {{Ruby|빈나두|Binnadu}} | {{Ruby|光蚪仔 / 光蚪仔|Guāngdǒuzǐ}} | {{#ic:Elektro}}
| 0939 | {{#icon:939}} | [[Wampitz]] | Bellibolt | Ampibidou | {{Ruby|ハラバリー|Harabarie}} | {{Ruby|찌리배리|Jjiribaeri}} | {{Ruby|電肚蛙 / 电肚蛙|Diàndùwā}} | {{#ic:Elektro}}
| 0940 | {{#icon:940}} | [[Voltrel]] | Wattrel | Zapétrel | {{Ruby|カイデン|Kaiden}} | {{Ruby|찌리비|Jjiribi}} | {{Ruby|電海燕 / 电海燕|Diànhǎiyàn}} | {{#ic:Elektro}}&nbsp;{{#ic:Flug}}
| 0941 | {{#icon:941}} | [[Voltrean]] | Kilowattrel | Fulgulairo | {{Ruby|タイカイデン|Taikaiden}} | {{Ruby|찌리비크|Jjiribikeu}} | {{Ruby|大電海燕 / 大电海燕|Dàdiànhǎiyàn}} | {{#ic:Elektro}}&nbsp;{{#ic:Flug}}
| 0942 | {{#icon:942}} | [[Mobtiff]] | Maschiff | Grondogue | {{Ruby|オラチフ|Orachifu}} | {{Ruby|오라티프|Oratipeu}} | {{Ruby|偶叫獒 / 偶叫獒|Ǒujiào'áo}} | {{#ic:Unlicht}}
| 0943 | {{#icon:943}} | [[Mastifioso]] | Mabosstiff | Dogrino | {{Ruby|マフィティフ|Mafitiff}} | {{Ruby|마피티프|Mapitipeu}} | {{Ruby|獒教父 / 獒教父|Áojiàofù}} | {{#ic:Unlicht}}
| 0944 | {{#icon:944}} | [[Sproxi]] | Shroodle | Gribouraigne | {{Ruby|シルシュルー|Shirushrew}} | {{Ruby|땃쭈르|Ttatjjureu}} | {{Ruby|滋汁鼴 / 滋汁鼹|Zīzhīyǎn}} | {{#ic:Gift}}&nbsp;{{#ic:Normal}}
| 0945 | {{#icon:945}} | [[Affiti]] | Grafaiai | Tag-Tag | {{Ruby|タギングル|Taggingru}} | {{Ruby|태깅구르|Taeginggureu}} | {{Ruby|塗標客 / 涂标客|Túbiāokè}} | {{#ic:Gift}}&nbsp;{{#ic:Normal}}
| 0946 | {{#icon:946}} | [[Weherba]] | Bramblin | Virovent | {{Ruby|アノクサ|Anokusa}} | {{Ruby|그푸리|Geupuri}} | {{Ruby|納噬草 / 纳噬草|Nàshìcǎo}} | {{#ic:Pflanze}}&nbsp;{{#ic:Geist}}
| 0947 | {{#icon:947}} | [[Horrerba]] | Brambleghast | Virevorreur | {{Ruby|アノホラグサ|Anohoragusa}} | {{Ruby|공푸리|Gongpuri}} | {{Ruby|怖納噬草 / 怖纳噬草|Bùnàshìcǎo}} | {{#ic:Pflanze}}&nbsp;{{#ic:Geist}}
| 0948 | {{#icon:948}} | [[Tentagra]] | Toedscool | Terracool | {{Ruby|ノノクラゲ|Nonokurage}} | {{Ruby|들눈해|Deulnunhae}} | {{Ruby|原野水母 / 原野水母|Yuányěshuǐmǔ}} | {{#ic:Boden}}&nbsp;{{#ic:Pflanze}}
| 0949 | {{#icon:949}} | [[Tenterra]] | Toedscruel | Terracruel | {{Ruby|リククラゲ|Rikukurage}} | {{Ruby|육파리|Yukpari}} | {{Ruby|陸地水母 / 陆地水母|Lùdìshuǐmǔ}} | {{#ic:Boden}}&nbsp;{{#ic:Pflanze}}
| 0950 | {{#icon:950}} | [[Klibbe]] | Klawf | Craparoi | {{Ruby|ガケガニ|Gakegani}} | {{Ruby|절벼게|Jeolbyeoge}} | {{Ruby|毛崖蟹 / 毛崖蟹|Máoyáxiè}} | {{#ic:Gestein}}
| 0951 | {{#icon:951}} | [[Chilingel]] | Capsakid | Pimito | {{Ruby|カプサイジ|Capsaiji}} | {{Ruby|캡싸이|Kaepssai}} | {{Ruby|熱辣娃 / 热辣娃|Rèlàwá}} | {{#ic:Pflanze}}
| 0952 | {{#icon:952}} | [[Halupenjo]] | Scovillain | Scovilain | {{Ruby|スコヴィラン|Scovillain}} | {{Ruby|스코빌런|Seukobilleon}} | {{Ruby|狠辣椒 / 狠辣椒|Hěnlàjiāo}} | {{#ic:Pflanze}}&nbsp;{{#ic:Feuer}}
| 0953 | {{#icon:953}} | [[Relluk]] | Rellor | Léboulérou | {{Ruby|シガロコ|Shigaroko}} | {{Ruby|구르데|Gureude}} | {{Ruby|蟲滾泥 / 虫滚泥|Chónggǔnní}} | {{#ic:Käfer}}
| 0954 | {{#icon:954}} | [[Skarabaks]] | Rabsca | Bérasca | {{Ruby|ベラカス|Beracas}} | {{Ruby|베라카스|Berakaseu}} | {{Ruby|蟲甲聖 / 虫甲圣|Chóngjiǎshèng}} | {{#ic:Käfer}}&nbsp;{{#ic:Psycho}}
| 0955 | {{#icon:955}} | [[Flattutu]] | Flittle | Flotillon | {{Ruby|ヒラヒナ|Hirahina}} | {{Ruby|하느라기|Haneuragi}} | {{Ruby|飄飄雛 / 飘飘雏|Piāopiāochú}} | {{#ic:Psycho}}
| 0956 | {{#icon:956}} | [[Psiopatra]] | Espathra | Cléopsytra | {{Ruby|クエスパトラ|Cuespatra}} | {{Ruby|클레스퍼트라|Keulleseupeoteura}} | {{Ruby|超能豔鴕 / 超能艳鸵|Chāonéngyàntuó}} | {{#ic:Psycho}}
| 0957 | {{#icon:957}} | [[Forgita]] | Tinkatink | Forgerette | {{Ruby|カヌチャン|Kanuchan}} | {{Ruby|어리짱|Eorijjang}} | {{Ruby|小鍛匠 / 小锻匠|Xiǎoduàn}} | {{#ic:Fee}}&nbsp;{{#ic:Stahl}}
| 0958 | {{#icon:958}} | [[Tafforgita]] | Tinkatuff | Forgella | {{Ruby|ナカヌチャン|Nakanuchan}} | {{Ruby|벼리짱|Byeorijjang}} | {{Ruby|巧鍛匠 / 巧锻匠|Qiǎoduànjiàng}} | {{#ic:Fee}}&nbsp;{{#ic:Stahl}}
| 0959 | {{#icon:959}} | [[Granforgita]] | Tinkaton | Forgelina | {{Ruby|デカヌチャン|Dekanuchan}} | {{Ruby|두드리짱|Dudeurijjang}} | {{Ruby|巨鍛匠 / 巨锻匠|Jùduànjiàng}} | {{#ic:Fee}}&nbsp;{{#ic:Stahl}}
| 0960 | {{#icon:960}} | [[Schligda]] | Wiglett | Taupikeau | {{Ruby|ウミディグダ|Umidigda}} | {{Ruby|바다그다|Badageuda}} | {{Ruby|海地鼠 / 海地鼠|Hǎidìshǔ}} | {{#ic:Wasser}}
| 0961 | {{#icon:961}} | [[Schligdri]] | Wugtrio | Triopikeau | {{Ruby|ウミトリオ|Umitrio}} | {{Ruby|바닥트리오|Badakteurio}} | {{Ruby|三海地鼠 / 三海地鼠|Sānhǎidìshǔ}} | {{#ic:Wasser}}
| 0962 | {{#icon:962}} | [[Adebom]] | Bombirdier | Lestombaile | {{Ruby|オトシドリ|Otoshidori}} | {{Ruby|떨구새|Tteolgusae}} | {{Ruby|下石鳥 / 下石鸟|Xiàshíniǎo}} | {{#ic:Flug}}&nbsp;{{#ic:Unlicht}}
| 0963 | {{#icon:963}} | [[Normifin]] | Finizen | Dofin | {{Ruby|ナミイルカ|Namiiruka}} | {{Ruby|맨돌핀|Maendolpin}} | {{Ruby|波普海豚 / 波普海豚|Bōpǔhǎitún}} | {{#ic:Wasser}}
| 0964 | {{#icon:964}} | [[Delfinator]] | Palafin | Superdofin | {{Ruby|イルカマン|Irukaman}} | {{Ruby|돌핀맨|Dolpinmaen}} | {{Ruby|海豚俠 / 海豚侠|Hǎitúnxiá}} | {{#ic:Wasser}}
| 0965 | {{#icon:965}} | [[Knattox]] | Varoom | Vrombi | {{Ruby|ブロロン|Buroron}} | {{Ruby|부르롱|Bureurong}} | {{Ruby|噗隆隆 / 噗隆隆|Pūlónglóng}} | {{#ic:Stahl}}&nbsp;{{#ic:Gift}}
| 0966 | {{#icon:966}} | [[Knattatox]] | Revavroom | Vrombotor | {{Ruby|ブロロローム|Burororoom}} | {{Ruby|부르르룸|Bureureurum}} | {{Ruby|普隆隆姆 / 普隆隆姆|Pǔlónglóngmǔ}} | {{#ic:Stahl}}&nbsp;{{#ic:Gift}}
| 0967 | {{#icon:967}} | [[Mopex]] | Cyclizar | Motorizard | {{Ruby|モトトカゲ|Mototokage}} | {{Ruby|모토마|Motoma}} | {{Ruby|摩托蜥 / 摩托蜥|Mótuōxī}} | {{#ic:Drache}}&nbsp;{{#ic:Normal}}
| 0968 | {{#icon:968}} | [[Schlurm]] | Orthworm | Ferdeter | {{Ruby|ミミズズ|Mimizuzu}} | {{Ruby|꿈트렁|Kkumteureong}} | {{Ruby|拖拖蚓 / 拖拖蚓|Tuōtuōyǐn}} | {{#ic:Stahl}}
